Product Name,JLR
Station Name,EOL
Serial Number,!193530056!_V29113441
DateTime,20191228_164704
Total Test Time,296.481000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.532
Switch On CAN_12,,,,,Passed,0.193
Switch On CAN_34,,,,,Passed,0.191
Voltage=12.5V,,,,,Passed,0.225
Voltage=12.5V,,,,,Passed,0.241
Current=5A,,,,,Passed,0.224
12V_DC_Source,,,,,Passed,0.243
Wait,,,,,Passed,0.525
Switch ON Current measure,,,,,Passed,0.191
Switch OFF 12V_9,,,,,Passed,0.191
Wait,,,,,Passed,30.025
Sleep Power Current Measure,76.482,uA,0,100,Passed,0.709
Switch On 12V_9,,,,,Passed,0.193
Wait,,,,,Passed,0.226
Switch OFF Current measure,,,,,Passed,0.193
Wait,,,,,Passed,0.225
Wake up,,,,,Passed,1.070
Wait,,,,,Passed,0.224
Switch ON Current measure,,,,,Passed,0.192
Wait,,,,,Passed,5.026
Standby Power Current Measure,0.709,A,0.5,0.9,Passed,0.538
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.192
Connect DUT,,,,,Passed,4.957
Wait,,,,,Passed,0.228
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.040
Switch On 12V_10,,,,,Passed,0.218
Switch On 12V_20,,,,,Passed,0.227
EnvironmentPath,,,,,Passed,1.049
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.219
FPGA version,0d180a03,,0d180a03,,Passed,0.047
MCU version,045,,045,,Passed,0.040
Read FSSMACS_AclState,50,,30,50,Passed,0.039
Read FTSMACS_AclState,3,,3,3,Passed,0.043
Read SASMACS_AclState,2,,2,2,Passed,0.041
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.044
Read FTEAEXC_UResExcAvg,0.982,,0.95,1.2,Passed,0.045
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.042
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.043
Wait,,,,,Passed,0.228
Set LV Voltage=10V,,,,,Passed,0.241
Wait,,,,,Passed,0.228
Read_FS_UbatLV_U16,1166,,900,1300,Passed,0.077
Set_LV_Voltage=12V,,,,,Passed,0.246
Wait,,,,,Passed,0.228
Read_FS_UbatLV_U16,1407,,1200,1600,Passed,0.080
Set_LV_Voltage=14V,,,,,Passed,0.250
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1647,,1400,1800,Passed,0.077
Read Correction,0.00832,,0,1,Passed,0.075
LV_Caculation ,,,,,Passed,0.043
NumericTest,0.00832,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.250
HV_Channel ON,,,,,Passed,0.599
Apply HV Battery = 0V,,,,,Passed,0.073
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.224
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.228
HV_Source ON,,,,,Passed,0.073
Switch On HV_21,,,,,Passed,0.227
Switch On HV_22,,,,,Passed,0.226
Switch On 12V_8,,,,,Passed,0.226
Switch On 12V_9,,,,,Passed,0.220
Read T_Iuvw3_U16[0],2049,,2024,2080,Passed,0.044
Read T_Iuvw3_U16[1],2058,,2024,2080,Passed,0.042
Read T_Iuvw3_U16[2],2058,,2024,2080,Passed,0.038
Read FS_IbatHV_U16,2045,,2024,2080,Passed,0.039
HV_Channel ON,,,,,Passed,0.606
HV_Source ON,,,,,Passed,0.079
Apply HV Battery = 270V,,,,,Passed,0.073
Apply HV Battery =2A,,,,,Passed,0.069
Wait,,,,,Passed,0.525
Read FSEABHV_UbatHV,268.632,,265,273,Passed,0.040
HV_Source OFF,,,,,Passed,0.068
HV_Channel OFF,,,,,Passed,0.629
Wait,,,,,Passed,0.526
Read FSMAPMT_PmTemp,23.690,,18,26,Passed,0.044
Read FSMADBT_DboardTemp,20.383,,20,40,Passed,0.041
Read FSMACBT_CboardTempHV,20.809,,20,40,Passed,0.044
Read FSMACBT_CboardTempLV,20.766,,20,40,Passed,0.040
Read FSMAICT_CoolingTemp,20.596,,18,30,Passed,0.038
Read FSMAMST_StatorTemp1,83.179,,78,88,Passed,0.040
Read FSMAMST_StatorTemp2,86.763,,78,88,Passed,0.040
