Product Name,JLR
Station Name,EOL
Serial Number,!193530019!_V29113441
DateTime,20191228_172009
Total Test Time,310.338000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.530
Switch On CAN_12,,,,,Passed,0.190
Switch On CAN_34,,,,,Passed,0.188
Voltage=12.5V,,,,,Passed,0.224
Voltage=12.5V,,,,,Passed,0.225
Current=5A,,,,,Passed,0.226
12V_DC_Source,,,,,Passed,0.230
Wait,,,,,Passed,0.524
Switch ON Current measure,,,,,Passed,0.189
Switch OFF 12V_9,,,,,Passed,0.191
Wait,,,,,Passed,30.024
Sleep Power Current Measure,74.0810,uA,0,100,Passed,0.707
Switch On 12V_9,,,,,Passed,0.190
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.201
Wait,,,,,Passed,0.225
Wake up,,,,,Passed,1.067
Wait,,,,,Passed,0.224
Switch ON Current measure,,,,,Passed,0.190
Wait,,,,,Passed,5.024
Standby Power Current Measure,0.729,A,0.5,0.9,Passed,0.582
Wait,,,,,Passed,0.223
Switch OFF Current measure,,,,,Passed,0.188
Connect DUT,,,,,Passed,6.791
Wait,,,,,Passed,0.225
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.040
Switch On 12V_10,,,,,Passed,0.213
Switch On 12V_20,,,,,Passed,0.232
EnvironmentPath,,,,,Passed,1.392
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.228
FPGA version,0d180a03,,0d180a03,,Passed,0.040
MCU version,045,,045,,Passed,0.037
Read FSSMACS_AclState,50,,30,50,Passed,0.037
Read FTSMACS_AclState,3,,3,3,Passed,0.040
Read SASMACS_AclState,2,,2,2,Passed,0.046
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.038
Read FTEAEXC_UResExcAvg,0.984,,0.95,1.2,Passed,0.041
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.108
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.042
Wait,,,,,Passed,0.224
Set LV Voltage=10V,,,,,Passed,0.236
Wait,,,,,Passed,0.224
Read_FS_UbatLV_U16,1169,,900,1300,Passed,0.088
Set_LV_Voltage=12V,,,,,Passed,0.249
Wait,,,,,Passed,0.224
Read_FS_UbatLV_U16,1408,,1200,1600,Passed,0.074
Set_LV_Voltage=14V,,,,,Passed,0.263
Wait,,,,,Passed,0.224
Read_FS_UbatLV_U16,1644,,1400,1800,Passed,0.069
Read Correction,0.00842,,0,1,Passed,0.240
LV_Caculation ,,,,,Passed,0.093
NumericTest,0.00842,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.256
HV_Channel ON,,,,,Passed,0.651
Apply HV Battery = 0V,,,,,Passed,0.075
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.225
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.226
HV_Source ON,,,,,Passed,0.077
Switch On HV_21,,,,,Passed,0.210
Switch On HV_22,,,,,Passed,0.221
Switch On 12V_8,,,,,Passed,0.208
Switch On 12V_9,,,,,Passed,0.226
Read T_Iuvw3_U16[0],2048,,2024,2080,Passed,0.037
Read T_Iuvw3_U16[1],2060,,2024,2080,Passed,0.043
Read T_Iuvw3_U16[2],2055,,2024,2080,Passed,0.042
Read FS_IbatHV_U16,2044,,2024,2080,Passed,0.044
HV_Channel ON,,,,,Passed,0.645
HV_Source ON,,,,,Passed,0.075
Apply HV Battery = 270V,,,,,Passed,0.078
Apply HV Battery =2A,,,,,Passed,0.078
Wait,,,,,Passed,0.525
Read FSEABHV_UbatHV,270.411,,265,273,Passed,0.040
HV_Source OFF,,,,,Passed,0.068
HV_Channel OFF,,,,,Passed,0.646
