Product Name,JLR
Station Name,EOL
Serial Number,!193570013!_V29113441
DateTime,20191227_212225
Total Test Time,344.688000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.582
Switch On CAN_12,,,,,Passed,0.188
Switch On CAN_34,,,,,Passed,0.187
Voltage=12.5V,,,,,Passed,0.242
Voltage=12.5V,,,,,Passed,0.228
Current=5A,,,,,Passed,0.241
12V_DC_Source,,,,,Passed,0.226
Wait,,,,,Passed,0.523
Switch ON Current measure,,,,,Passed,0.187
Switch OFF 12V_9,,,,,Passed,0.187
Wait,,,,,Passed,30.024
Sleep Power Current Measure,80.548,uA,0,100,Passed,0.905
Switch On 12V_9,,,,,Passed,0.188
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.188
Wait,,,,,Passed,0.224
Wake up,,,,,Passed,1.180
Wait,,,,,Passed,0.223
Switch ON Current measure,,,,,Passed,0.187
Wait,,,,,Passed,5.025
Standby Power Current Measure,0.751,A,0.5,0.9,Passed,0.589
Wait,,,,,Passed,0.223
Switch OFF Current measure,,,,,Passed,0.187
Connect DUT,,,,,Passed,6.849
Wait,,,,,Passed,0.227
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.114
Switch On 12V_10,,,,,Passed,0.222
Switch On 12V_20,,,,,Passed,0.213
EnvironmentPath,,,,,Passed,1.363
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.318
FPGA version,0d180a03,,0d180a03,,Passed,0.046
MCU version,045,,045,,Passed,0.045
Read FSSMACS_AclState,50,,30,50,Passed,0.040
Read FTSMACS_AclState,3,,3,3,Passed,0.042
Read SASMACS_AclState,2,,2,2,Passed,0.042
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.041
Read FTEAEXC_UResExcAvg,0.989,,0.95,1.2,Passed,0.040
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.106
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.038
Wait,,,,,Passed,0.224
Set LV Voltage=10V,,,,,Passed,0.248
Wait,,,,,Passed,0.226
Read_FS_UbatLV_U16,1173,,900,1300,Passed,0.092
Set_LV_Voltage=12V,,,,,Passed,0.236
Wait,,,,,Passed,0.224
Read_FS_UbatLV_U16,1414,,1200,1600,Passed,0.076
Set_LV_Voltage=14V,,,,,Passed,0.256
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1656,,1400,1800,Passed,0.077
Read Correction,0.00828,,0,1,Passed,0.256
LV_Caculation ,,,,,Passed,0.094
NumericTest,0.00828,,0,1,Passed,0.004
Set_LV_Voltage=12.5V,,,,,Passed,0.254
HV_Channel ON,,,,,Passed,0.658
Apply HV Battery = 0V,,,,,Passed,0.073
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.220
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.214
HV_Source ON,,,,,Passed,0.077
Switch On HV_21,,,,,Passed,0.214
Switch On HV_22,,,,,Passed,0.219
Switch On 12V_8,,,,,Passed,0.227
Switch On 12V_9,,,,,Passed,0.222
Read T_Iuvw3_U16[0],2047,,2024,2080,Passed,0.039
Read T_Iuvw3_U16[1],2053,,2024,2080,Passed,0.042
Read T_Iuvw3_U16[2],2056,,2024,2080,Passed,0.039
Read FS_IbatHV_U16,2046,,2024,2080,Passed,0.043
HV_Channel ON,,,,,Passed,0.636
HV_Source ON,,,,,Passed,0.072
Apply HV Battery = 270V,,,,,Passed,0.077
Apply HV Battery =2A,,,,,Passed,0.075
Wait,,,,,Passed,0.528
Read FSEABHV_UbatHV,269.550,,265,273,Passed,0.039
HV_Source OFF,,,,,Passed,0.073
HV_Channel OFF,,,,,Passed,0.649
Wait,,,,,Passed,0.526
Read FSMAPMT_PmTemp,23.774,,18,26,Passed,0.037
Read FSMADBT_DboardTemp,22.723,,20,40,Passed,0.036
Read FSMACBT_CboardTempHV,22.979,,20,40,Passed,0.042
Read FSMACBT_CboardTempLV,23.149,,20,40,Passed,0.039
Read FSMAICT_CoolingTemp,22.298,,18,30,Passed,0.037
Read FSMAMST_StatorTemp1,83.179,,78,88,Passed,0.043
Read FSMAMST_StatorTemp2,86.821,,78,88,Passed,0.038
Wait,,,,,Passed,0.528
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.223
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.219
Wait,,,,,Passed,0.524
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.289
Set MAIN_u16ModeReq=1,,,,,Passed,0.293
Set MAIN_u16ModeReq=1,,,,,Passed,0.298
Wait,,,,,Passed,0.524
Set UDS_bRoutineActive=1,,,,,Passed,0.534
MAIN_MSGu8PowerMode=7,,,,,Passed,0.314
Wait,,,,,Passed,0.525
ENS testing ENS_u32Dty,10185,,5000,15000,Passed,1.218
ENS testing ENS_u32Prd,19992,,10000,30000,Passed,1.133
HV_Channel ON,,,,,Passed,0.671
HV_Source ON,,,,,Passed,0.078
Apply HV Battery = 220V,,,,,Passed,0.077
Wait,,,,,Passed,1.024
Read FS_UbatHV_U16,957,,900,1000,Passed,0.071
Apply HV Battery = 280V,,,,,Passed,0.067
Wait,,,,,Passed,1.025
Read FS_UbatHV_U16,1216,,1000,1300,Passed,0.078
Apply HV Battery = 350V,,,,,Passed,0.075
Wait,,,,,Passed,1.026
Read FS_UbatHV_U16,1519,,1400,1600,Passed,0.072
Read Correction,0.231,,0,1,Passed,0.072
HV_Caculation ,,,,,Passed,0.102
Check_the_water,1,,1,1,Passed,1.174
U_LOAD,,,,,Passed,0.082
V_LOAD,,,,,Passed,0.066
W_LOAD,,,,,Passed,0.067
Apply HV Battery =270V,,,,,Passed,0.077
Apply HV Battery =25A,,,,,Passed,0.066
Read FSSMACS_AclState,50,,30,50,Passed,0.036
Read FTSMACS_AclState,3,,3,3,Passed,0.042
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.219
Wait,,,,,Passed,0.125
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.218
Wait,,,,,Passed,0.126
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.278
Wait,,,,,Passed,1.025
Set UDS_bRoutineActive=1,,,,,Passed,0.533
Wait,,,,,Passed,1.023
Read FSSMACS_Aclstate,50,,30,50,Passed,0.040
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.223
Wait,,,,,Passed,0.525
Set MAIN_u16ModeReq=0,,,,,Passed,0.041
Read FSSMACS_Aclstate,31,,30,31,Passed,0.043
Wait,,,,,Passed,0.524
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.227
Wait,,,,,Passed,0.526
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.218
Wait,,,,,Passed,0.526
Read FTSMACS_AclState,8,,8,8,Passed,0.046
Wait,,,,,Passed,0.524
Read FSSMACS_Aclstate,31,,30,31,Passed,0.039
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.232
Wait,,,,,Passed,0.525
Set_U_DutyCycle= 0.548,,,,,Passed,0.222
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[0],1531,,1000,3000,Passed,0.096
Read U Current,-368.773,,-500,500,Passed,0.591
Set_U_DutyCycle= 0.545,,,,,Passed,0.237
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],1656,,1000,3000,Passed,0.081
Read U Current,-275.841,,-500,500,Passed,0.194
