Product Name,JLR
Station Name,EOL
Serial Number,!193530015!_V29113441
DateTime,20191226_230627
Total Test Time,307.620000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.531
Switch On CAN_12,,,,,Passed,0.192
Switch On CAN_34,,,,,Passed,0.194
Voltage=12.5V,,,,,Passed,0.227
Voltage=12.5V,,,,,Passed,0.238
Current=5A,,,,,Passed,0.223
12V_DC_Source,,,,,Passed,0.240
Wait,,,,,Passed,0.525
Switch ON Current measure,,,,,Passed,0.192
Switch OFF 12V_9,,,,,Passed,0.193
Wait,,,,,Passed,30.026
Sleep Power Current Measure,80.606,uA,0,100,Passed,0.664
Switch On 12V_9,,,,,Passed,0.193
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.191
Wait,,,,,Passed,0.226
Wake up,,,,,Passed,1.069
Wait,,,,,Passed,0.225
Switch ON Current measure,,,,,Passed,0.193
Wait,,,,,Passed,5.026
Standby Power Current Measure,0.677,A,0.5,0.9,Passed,0.586
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.194
Connect DUT,,,,,Passed,6.941
Wait,,,,,Passed,0.227
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.045
Switch On 12V_10,,,,,Passed,0.219
Switch On 12V_20,,,,,Passed,0.212
EnvironmentPath,,,,,Passed,1.345
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.231
FPGA version,0d180a03,,0d180a03,,Passed,0.043
MCU version,045,,045,,Passed,0.043
Read FSSMACS_AclState,50,,30,50,Passed,0.043
Read FTSMACS_AclState,3,,3,3,Passed,0.045
Read SASMACS_AclState,2,,2,2,Passed,0.040
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.046
Read FTEAEXC_UResExcAvg,0.982,,0.95,1.2,Passed,0.040
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.042
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.043
Wait,,,,,Passed,0.227
Set LV Voltage=10V,,,,,Passed,0.250
Wait,,,,,Passed,0.228
Read_FS_UbatLV_U16,1153,,900,1300,Passed,0.079
Set_LV_Voltage=12V,,,,,Passed,0.242
Wait,,,,,Passed,0.228
Read_FS_UbatLV_U16,1395,,1200,1600,Passed,0.078
Set_LV_Voltage=14V,,,,,Passed,0.244
Wait,,,,,Passed,0.226
Read_FS_UbatLV_U16,1636,,1400,1800,Passed,0.084
Read Correction,0.00828,,0,1,Passed,0.075
LV_Caculation ,,,,,Passed,0.045
NumericTest,0.00828,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.251
HV_Channel ON,,,,,Passed,0.658
Apply HV Battery = 0V,,,,,Passed,0.088
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.225
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.229
HV_Source ON,,,,,Passed,0.076
Switch On HV_21,,,,,Passed,0.222
Switch On HV_22,,,,,Passed,0.211
Switch On 12V_8,,,,,Passed,0.217
Switch On 12V_9,,,,,Passed,0.210
Read T_Iuvw3_U16[0],2046,,2024,2080,Passed,0.044
Read T_Iuvw3_U16[1],2059,,2024,2080,Passed,0.041
Read T_Iuvw3_U16[2],2049,,2024,2080,Passed,0.041
Read FS_IbatHV_U16,2046,,2024,2080,Passed,0.041
HV_Channel ON,,,,,Passed,0.637
HV_Source ON,,,,,Passed,0.086
Apply HV Battery = 270V,,,,,Passed,0.072
Apply HV Battery =2A,,,,,Passed,0.079
Wait,,,,,Passed,0.526
Read FSEABHV_UbatHV,270.00958,,265,273,Passed,0.043
HV_Source OFF,,,,,Passed,0.076
HV_Channel OFF,,,,,Passed,0.622
Wait,,,,,Passed,0.531
Read FSMAPMT_PmTemp,22.851,,18,26,Passed,0.042
Read FSMADBT_DboardTemp,22.511,,20,40,Passed,0.041
Read FSMACBT_CboardTempHV,22.936,,20,40,Passed,0.047
Read FSMACBT_CboardTempLV,23.149,,20,40,Passed,0.044
Read FSMAICT_CoolingTemp,22.170,,18,30,Passed,0.040
Read FSMAMST_StatorTemp1,83.00578,,78,88,Passed,0.044
Read FSMAMST_StatorTemp2,86.879,,78,88,Passed,0.042
Wait,,,,,Passed,0.526
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.225
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.234
Wait,,,,,Passed,0.526
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.294
Set MAIN_u16ModeReq=1,,,,,Passed,0.294
Set MAIN_u16ModeReq=1,,,,,Passed,0.298
Wait,,,,,Passed,0.531
Set UDS_bRoutineActive=1,,,,,Passed,0.539
MAIN_MSGu8PowerMode=7,,,,,Passed,0.298
Wait,,,,,Passed,0.525
ENS testing ENS_u32Dty,10168,,5000,15000,Passed,1.150
ENS testing ENS_u32Prd,20003,,10000,30000,Passed,1.136
HV_Channel ON,,,,,Passed,0.620
HV_Source ON,,,,,Passed,0.073
Apply HV Battery = 220V,,,,,Passed,0.075
Wait,,,,,Passed,1.029
Read FS_UbatHV_U16,961,,900,1000,Passed,0.083
Apply HV Battery = 280V,,,,,Passed,0.082
Wait,,,,,Passed,1.026
Read FS_UbatHV_U16,1219,,1000,1300,Passed,0.079
Apply HV Battery = 350V,,,,,Passed,0.071
Wait,,,,,Passed,1.028
Read FS_UbatHV_U16,1520,,1400,1600,Passed,0.083
Read Correction,0.233,,0,1,Passed,0.075
HV_Caculation ,,,,,Passed,0.045
Check_the_water,1,,1,1,Passed,1.104
U_LOAD,,,,,Passed,0.071
V_LOAD,,,,,Passed,0.068
W_LOAD,,,,,Passed,0.069
Apply HV Battery =270V,,,,,Passed,0.070
Apply HV Battery =25A,,,,,Passed,0.069
Read FSSMACS_AclState,50,,30,50,Passed,0.041
Read FTSMACS_AclState,3,,3,3,Passed,0.042
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.230
Wait,,,,,Passed,0.127
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.248
Wait,,,,,Passed,0.126
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.285
Wait,,,,,Passed,1.025
Set UDS_bRoutineActive=1,,,,,Passed,0.304
Wait,,,,,Passed,1.026
Read FSSMACS_Aclstate,50,,30,50,Passed,0.042
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.232
Wait,,,,,Passed,0.530
Set MAIN_u16ModeReq=0,,,,,Passed,0.040
Read FSSMACS_Aclstate,31,,30,31,Passed,0.040
Wait,,,,,Passed,0.526
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.230
Wait,,,,,Passed,0.532
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.229
Wait,,,,,Passed,0.527
Read FTSMACS_AclState,8,,8,8,Passed,0.047
Wait,,,,,Passed,0.526
Read FSSMACS_Aclstate,31,,30,31,Passed,0.041
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.225
Wait,,,,,Passed,0.530
Set_U_DutyCycle= 0.548,,,,,Passed,0.240
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[0],1571,,1000,3000,Passed,0.078
Read U Current,-337.99695,,-500,500,Passed,0.181
Set_U_DutyCycle= 0.545,,,,,Passed,0.250
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[0],1695,,1000,3000,Passed,0.079
Read U Current,-248.836,,-500,500,Passed,0.183
Set_U_DutyCycle= 0.54,,,,,Passed,0.236
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],1875,,1000,3000,Passed,0.083
Read U Current,-119.016,,-500,500,Passed,0.206
Set_U_DutyCycle= 0.5,,,,,Passed,0.226
Wait,,,,,Passed,0.527
Set FSTCGTC_BenchPhaCurTgtC=0,2047,,1000,3000,Passed,0.093
Read U Current,1.787,,-500,500,Passed,0.188
Set_U_DutyCycle= 0.46,,,,,Passed,0.224
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[0],2251,,1000,3000,Passed,0.086
Read U Current,144.993,,-500,500,Passed,0.187
Set_U_DutyCycle= 0.455,,,,,Passed,0.221
Wait,,,,,Passed,0.529
Read FT_Iuvw3_U16[0],2454,,1000,3000,Passed,0.088
Read U Current,285.0882,,-500,500,Passed,0.186
Set_U_DutyCycle= 0.452,,,,,Passed,0.218
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[0],2598,,1000,3000,Passed,0.076
Read U Current,384.839,,-500,500,Passed,0.183
Set_V_DutyCycle= 0.548,,,,,Passed,0.231
Wait,,,,,Passed,0.529
Read FT_Iuvw3_U16[1],1555,,1000,3000,Passed,0.079
Read V Current,-359.879,,-500,500,Passed,0.181
Set_V_DutyCycle= 0.545,,,,,Passed,0.241
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[1],1683,,1000,3000,Passed,0.082
Read V Current,-264.761,,-500,500,Passed,0.183
Set_V_DutyCycle= 0.54,,,,,Passed,0.236
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[1],1880,,1000,3000,Passed,0.077
Read V Current,-125.542,,-500,500,Passed,0.203
Set_V_DutyCycle= 0.5,,,,,Passed,0.224
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[1],2062,,1000,3000,Passed,0.084
Read V Current,1.430,,-500,500,Passed,0.202
Set_V_DutyCycle= 0.46,,,,,Passed,0.222
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[1],2263,,1000,3000,Passed,0.102
Read V Current,146.00844,,-500,500,Passed,0.205
Set_V_DutyCycle= 0.455,,,,,Passed,0.237
Wait,,,,,Passed,0.529
Read FT_Iuvw3_U16[1],2466,,1000,3000,Passed,0.091
Read V Current,291.0243,,-500,500,Passed,0.192
Set_V_DutyCycle= 0.452,,,,,Passed,0.222
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[1],2609,,1000,3000,Passed,0.077
Read V Current,391.00269,,-500,500,Passed,0.186
Set_W_DutyCycle= 0.548,,,,,Passed,0.233
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[2],1562,,1000,3000,Passed,0.087
Read W Current,-352.675,,-500,500,Passed,0.198
Set_W_DutyCycle= 0.545,,,,,Passed,0.226
Wait,,,,,Passed,0.531
Read FT_Iuvw3_U16[2],1696,,1000,3000,Passed,0.089
Read W Current,-254.9477,,-500,500,Passed,0.191
Set_W_DutyCycle= 0.54,,,,,Passed,0.221
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[2],1891,,1000,3000,Passed,0.075
Read W Current,-113.383,,-500,500,Passed,0.192
Set_W_DutyCycle= 0.5,,,,,Passed,0.227
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[2],2053,,1000,3000,Passed,0.101
Read W Current,1.919,,-500,500,Passed,0.182
Set_W_DutyCycle= 0.46,,,,,Passed,0.226
Wait,,,,,Passed,0.533
Read FT_Iuvw3_U16[2],2235,,1000,3000,Passed,0.079
Read W Current,136.669,,-500,500,Passed,0.186
Set_W_DutyCycle= 0.455,,,,,Passed,0.229
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[2],2447,,1000,3000,Passed,0.076
Read W Current,284.792,,-500,500,Passed,0.186
Set_W_DutyCycle= 0.452,,,,,Passed,0.229
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[2],2587,,1000,3000,Passed,0.078
Read W Current,385.638,,-500,500,Passed,0.186
DutyCycle OFF,,,,,Passed,0.233
FTCIVDC_ExtPwmOnOff3C,,,,,Passed,0.223
Set FTSMACS_FtModeReqBypassOnOffC=0,,,,,Passed,0.222
Set FTSMACS_FtModeReqBypassValueC=4,,,,,Passed,0.228
Wait,,,,,Passed,2.028
Read Correction U,0.703,,0.5,1,Passed,0.077
Current_Caculation,,,,,Passed,0.057
Read Correction V,0.711,,0.5,1,Passed,0.079
Current_Caculation,,,,,Passed,0.067
Read Correction W,0.720,,0.5,1,Passed,0.077
Current_Caculation,,,,,Passed,0.071
Wait,,,,,Passed,0.531
get_gain,,,,,Passed,0.032
Set FSMABLV_UbatLVCorGainC,,,,,Passed,0.225
Wait,,,,,Passed,0.531
get_gain,,,,,Passed,0.034
Set FSMABLV_UbatLVCorOffsetC,,,,,Passed,0.226
Wait,,,,,Passed,0.526
get_gain,,,,,Passed,0.037
Set FSEABHV_UbatHVCorGainC,,,,,Passed,0.227
Set FTEABHV_UbatHVCorGainC,,,,,Passed,0.221
Set SAMTBHV_GainCorrnC,,,,,Passed,0.227
get_gain,,,,,Passed,0.038
Set FSEABHV_UbatHVCorOffsetC,,,,,Passed,0.225
Set FTEABHV_UbatHVCorOffsetC,,,,,Passed,0.228
Set SAMTBHV_A2DOffsetVoltageC,,,,,Passed,0.228
get_gain,,,,,Passed,0.030
Set FTEAMPI_A2DGainIsuLC,,,,,Passed,0.223
Set SAMTLCS_A2DGainIsuLC,,,,,Passed,0.223
get_gain,,,,,Passed,0.033
Set FTEAMPI_A2DGainIsvLC,,,,,Passed,0.226
Set SAMTLCS_A2DGainIsvLC,,,,,Passed,0.227
get_gain,,,,,Passed,0.035
Set FTEAMPI_A2DGainIswLC,,,,,Passed,0.234
Set SAMTLCS_A2DGainIswLC,,,,,Passed,0.228
Wait,,,,,Passed,0.527
