Product Name,JLR
Station Name,EOL
Serial Number,!193530024!_V29113441
DateTime,20191227_002812
Total Test Time,295.182000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.531
Switch On CAN_12,,,,,Passed,0.193
Switch On CAN_34,,,,,Passed,0.192
Voltage=12.5V,,,,,Passed,0.225
Voltage=12.5V,,,,,Passed,0.237
Current=5A,,,,,Passed,0.225
12V_DC_Source,,,,,Passed,0.243
Wait,,,,,Passed,0.525
Switch ON Current measure,,,,,Passed,0.192
Switch OFF 12V_9,,,,,Passed,0.194
Wait,,,,,Passed,30.025
Sleep Power Current Measure,78.438,uA,0,100,Passed,0.710
Switch On 12V_9,,,,,Passed,0.193
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.192
Wait,,,,,Passed,0.226
Wake up,,,,,Passed,1.066
Wait,,,,,Passed,0.225
Switch ON Current measure,,,,,Passed,0.190
Wait,,,,,Passed,5.025
Standby Power Current Measure,0.718,A,0.5,0.9,Passed,0.541
Wait,,,,,Passed,0.226
Switch OFF Current measure,,,,,Passed,0.193
Connect DUT,,,,,Passed,4.926
Wait,,,,,Passed,0.225
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.041
Switch On 12V_10,,,,,Passed,0.216
Switch On 12V_20,,,,,Passed,0.207
EnvironmentPath,,,,,Passed,1.086
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.212
FPGA version,0d180a03,,0d180a03,,Passed,0.040
MCU version,045,,045,,Passed,0.040
Read FSSMACS_AclState,50,,30,50,Passed,0.041
Read FTSMACS_AclState,3,,3,3,Passed,0.039
Read SASMACS_AclState,2,,2,2,Passed,0.042
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.040
Read FTEAEXC_UResExcAvg,0.980,,0.95,1.2,Passed,0.041
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.038
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.041
Wait,,,,,Passed,0.230
Set LV Voltage=10V,,,,,Passed,0.247
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1176,,900,1300,Passed,0.074
Set_LV_Voltage=12V,,,,,Passed,0.235
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1417,,1200,1600,Passed,0.075
Set_LV_Voltage=14V,,,,,Passed,0.243
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1657,,1400,1800,Passed,0.073
Read Correction,0.00832,,0,1,Passed,0.073
LV_Caculation ,,,,,Passed,0.043
NumericTest,0.00832,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.248
HV_Channel ON,,,,,Passed,0.599
Apply HV Battery = 0V,,,,,Passed,0.077
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.222
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.219
HV_Source ON,,,,,Passed,0.076
Switch On HV_21,,,,,Passed,0.218
Switch On HV_22,,,,,Passed,0.205
Switch On 12V_8,,,,,Passed,0.204
Switch On 12V_9,,,,,Passed,0.224
Read T_Iuvw3_U16[0],2042,,2024,2080,Passed,0.049
Read T_Iuvw3_U16[1],2053,,2024,2080,Passed,0.039
Read T_Iuvw3_U16[2],2051,,2024,2080,Passed,0.040
Read FS_IbatHV_U16,2050,,2024,2080,Passed,0.039
HV_Channel ON,,,,,Passed,0.622
HV_Source ON,,,,,Passed,0.085
Apply HV Battery = 270V,,,,,Passed,0.076
Apply HV Battery =2A,,,,,Passed,0.068
Wait,,,,,Passed,0.527
Read FSEABHV_UbatHV,268.632,,265,273,Passed,0.040
HV_Source OFF,,,,,Passed,0.074
HV_Channel OFF,,,,,Passed,0.610
Wait,,,,,Passed,0.526
Read FSMAPMT_PmTemp,24.361,,18,26,Passed,0.043
Read FSMADBT_DboardTemp,22.426,,20,40,Passed,0.041
Read FSMACBT_CboardTempHV,23.0638,,20,40,Passed,0.039
Read FSMACBT_CboardTempLV,22.851,,20,40,Passed,0.039
Read FSMAICT_CoolingTemp,22.128,,18,30,Passed,0.040
Read FSMAMST_StatorTemp1,83.295,,78,88,Passed,0.044
Read FSMAMST_StatorTemp2,86.879,,78,88,Passed,0.041
Wait,,,,,Passed,0.525
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.219
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.221
Wait,,,,,Passed,0.525
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.284
Set MAIN_u16ModeReq=1,,,,,Passed,0.288
Set MAIN_u16ModeReq=1,,,,,Passed,0.282
Wait,,,,,Passed,0.528
Set UDS_bRoutineActive=1,,,,,Passed,0.285
