Product Name,JLR
Station Name,EOL
Serial Number,!193520017!_V29113441
DateTime,20191227_181033
Total Test Time,292.488000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.530
Switch On CAN_12,,,,,Passed,0.191
Switch On CAN_34,,,,,Passed,0.189
Voltage=12.5V,,,,,Passed,0.222
Voltage=12.5V,,,,,Passed,0.224
Current=5A,,,,,Passed,0.219
12V_DC_Source,,,,,Passed,0.236
Wait,,,,,Passed,0.523
Switch ON Current measure,,,,,Passed,0.187
Switch OFF 12V_9,,,,,Passed,0.188
Wait,,,,,Passed,30.025
Sleep Power Current Measure,80.893,uA,0,100,Passed,0.757
Switch On 12V_9,,,,,Passed,0.189
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.190
Wait,,,,,Passed,0.224
Wake up,,,,,Passed,1.182
Wait,,,,,Passed,0.224
Switch ON Current measure,,,,,Passed,0.188
Wait,,,,,Passed,5.024
Standby Power Current Measure,0.677,A,0.5,0.9,Passed,0.588
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.188
Connect DUT,,,,,Passed,5.020
Wait,,,,,Passed,0.223
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.109
Switch On 12V_10,,,,,Passed,0.218
Switch On 12V_20,,,,,Passed,0.226
EnvironmentPath,,,,,Passed,1.073
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.289
FPGA version,0d180a03,,0d180a03,,Passed,0.045
MCU version,045,,045,,Passed,0.043
Read FSSMACS_AclState,50,,30,50,Passed,0.040
Read FTSMACS_AclState,3,,3,3,Passed,0.040
Read SASMACS_AclState,2,,2,2,Passed,0.044
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.038
Read FTEAEXC_UResExcAvg,0.998,,0.95,1.2,Passed,0.036
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.095
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.038
Wait,,,,,Passed,0.224
Set LV Voltage=10V,,,,,Passed,0.241
Wait,,,,,Passed,0.226
Read_FS_UbatLV_U16,1159,,900,1300,Passed,0.088
Set_LV_Voltage=12V,,,,,Passed,0.266
Wait,,,,,Passed,0.227
Read_FS_UbatLV_U16,1404,,1200,1600,Passed,0.077
Set_LV_Voltage=14V,,,,,Passed,0.253
Wait,,,,,Passed,0.228
Read_FS_UbatLV_U16,1647,,1400,1800,Passed,0.069
Read Correction,0.00820,,0,1,Passed,0.236
LV_Caculation ,,,,,Passed,0.096
NumericTest,0.00820,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.249
HV_Channel ON,,,,,Passed,0.612
Apply HV Battery = 0V,,,,,Passed,0.077
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.221
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.215
HV_Source ON,,,,,Passed,0.076
Switch On HV_21,,,,,Passed,0.225
Switch On HV_22,,,,,Passed,0.222
Switch On 12V_8,,,,,Passed,0.226
Switch On 12V_9,,,,,Passed,0.206
Read T_Iuvw3_U16[0],2039,,2024,2080,Passed,0.042
Read T_Iuvw3_U16[1],2052,,2024,2080,Passed,0.037
Read T_Iuvw3_U16[2],2057,,2024,2080,Passed,0.038
Read FS_IbatHV_U16,2047,,2024,2080,Passed,0.036
HV_Channel ON,,,,,Passed,0.631
