Product Name,JLR
Station Name,EOL
Serial Number,!193520016!_V29113441
DateTime,20191228_093128
Total Test Time,309.745000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.532
Switch On CAN_12,,,,,Passed,0.195
Switch On CAN_34,,,,,Passed,0.194
Voltage=12.5V,,,,,Passed,0.237
Voltage=12.5V,,,,,Passed,0.227
Current=5A,,,,,Passed,0.233
12V_DC_Source,,,,,Passed,0.235
Wait,,,,,Passed,0.526
Switch ON Current measure,,,,,Passed,0.191
Switch OFF 12V_9,,,,,Passed,0.192
Wait,,,,,Passed,30.025
Sleep Power Current Measure,77.670,uA,0,100,Passed,0.711
Switch On 12V_9,,,,,Passed,0.191
Wait,,,,,Passed,0.226
Switch OFF Current measure,,,,,Passed,0.191
Wait,,,,,Passed,0.226
Wake up,,,,,Passed,1.068
Wait,,,,,Passed,0.226
Switch ON Current measure,,,,,Passed,0.192
Wait,,,,,Passed,5.026
Standby Power Current Measure,0.704,A,0.5,0.9,Passed,0.538
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.192
Connect DUT,,,,,Passed,6.791
Wait,,,,,Passed,0.229
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.040
Switch On 12V_10,,,,,Passed,0.232
Switch On 12V_20,,,,,Passed,0.236
EnvironmentPath,,,,,Passed,1.364
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.238
FPGA version,0d180a03,,0d180a03,,Passed,0.050
MCU version,045,,045,,Passed,0.042
Read FSSMACS_AclState,50,,30,50,Passed,0.042
Read FTSMACS_AclState,3,,3,3,Passed,0.045
Read SASMACS_AclState,2,,2,2,Passed,0.045
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.048
Read FTEAEXC_UResExcAvg,0.993,,0.95,1.2,Passed,0.042
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.037
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.047
Wait,,,,,Passed,0.226
Set LV Voltage=10V,,,,,Passed,0.234
Wait,,,,,Passed,0.226
Read_FS_UbatLV_U16,1166,,900,1300,Passed,0.084
Set_LV_Voltage=12V,,,,,Passed,0.272
Wait,,,,,Passed,0.229
Read_FS_UbatLV_U16,1409,,1200,1600,Passed,0.081
Set_LV_Voltage=14V,,,,,Passed,0.247
Wait,,,,,Passed,0.229
Read_FS_UbatLV_U16,1648,,1400,1800,Passed,0.078
Read Correction,0.00830,,0,1,Passed,0.084
LV_Caculation ,,,,,Passed,0.044
NumericTest,0.00830,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.245
HV_Channel ON,,,,,Passed,0.675
Apply HV Battery = 0V,,,,,Passed,0.075
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.225
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.220
HV_Source ON,,,,,Passed,0.084
Switch On HV_21,,,,,Passed,0.216
Switch On HV_22,,,,,Passed,0.235
Switch On 12V_8,,,,,Passed,0.222
Switch On 12V_9,,,,,Passed,0.229
Read T_Iuvw3_U16[0],2041,,2024,2080,Passed,0.042
Read T_Iuvw3_U16[1],2053,,2024,2080,Passed,0.043
Read T_Iuvw3_U16[2],2053,,2024,2080,Passed,0.043
Read FS_IbatHV_U16,2050,,2024,2080,Passed,0.051
HV_Channel ON,,,,,Passed,0.653
HV_Source ON,,,,,Passed,0.078
Apply HV Battery = 270V,,,,,Passed,0.089
Apply HV Battery =2A,,,,,Passed,0.079
Wait,,,,,Passed,0.527
Read FSEABHV_UbatHV,269.321,,265,273,Passed,0.041
HV_Source OFF,,,,,Passed,0.081
HV_Channel OFF,,,,,Passed,0.668
Wait,,,,,Passed,0.532
Read FSMAPMT_PmTemp,23.816,,18,26,Passed,0.043
Read FSMADBT_DboardTemp,21.191,,20,40,Passed,0.047
Read FSMACBT_CboardTempHV,21.745,,20,40,Passed,0.044
Read FSMACBT_CboardTempLV,21.702,,20,40,Passed,0.044
Read FSMAICT_CoolingTemp,20.894,,18,30,Passed,0.042
Read FSMAMST_StatorTemp1,83.121,,78,88,Passed,0.039
Read FSMAMST_StatorTemp2,86.763,,78,88,Passed,0.044
Wait,,,,,Passed,0.526
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.234
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.220
Wait,,,,,Passed,0.526
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.292
Set MAIN_u16ModeReq=1,,,,,Passed,0.295
Set MAIN_u16ModeReq=1,,,,,Passed,0.302
Wait,,,,,Passed,0.528
Set UDS_bRoutineActive=1,,,,,Passed,0.540
MAIN_MSGu8PowerMode=7,,,,,Passed,0.290
Wait,,,,,Passed,0.525
ENS testing ENS_u32Dty,10208,,5000,15000,Passed,1.153
ENS testing ENS_u32Prd,20012,,10000,30000,Passed,1.146
HV_Channel ON,,,,,Passed,0.651
HV_Source ON,,,,,Passed,0.078
Apply HV Battery = 220V,,,,,Passed,0.091
Wait,,,,,Passed,1.029
Read FS_UbatHV_U16,957,,900,1000,Passed,0.088
Apply HV Battery = 280V,,,,,Passed,0.081
Wait,,,,,Passed,1.028
Read FS_UbatHV_U16,1216,,1000,1300,Passed,0.075
Apply HV Battery = 350V,,,,,Passed,0.082
Wait,,,,,Passed,1.025
Read FS_UbatHV_U16,1517,,1400,1600,Passed,0.081
Read Correction,0.232,,0,1,Passed,0.086
HV_Caculation ,,,,,Passed,0.051
Check_the_water,1,,1,1,Passed,1.106
U_LOAD,,,,,Passed,0.079
V_LOAD,,,,,Passed,0.075
W_LOAD,,,,,Passed,0.077
Apply HV Battery =270V,,,,,Passed,0.091
Apply HV Battery =25A,,,,,Passed,0.089
Read FSSMACS_AclState,50,,30,50,Passed,0.048
Read FTSMACS_AclState,3,,3,3,Passed,0.041
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.222
Wait,,,,,Passed,0.126
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.237
Wait,,,,,Passed,0.126
