Product Name,JLR
Station Name,EOL
Serial Number,!193530005!_V29113441
DateTime,20191227_175206
Total Test Time,305.462000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.531
Switch On CAN_12,,,,,Passed,0.191
Switch On CAN_34,,,,,Passed,0.190
Voltage=12.5V,,,,,Passed,0.253
Voltage=12.5V,,,,,Passed,0.227
Current=5A,,,,,Passed,0.242
12V_DC_Source,,,,,Passed,0.227
Wait,,,,,Passed,0.523
Switch ON Current measure,,,,,Passed,0.190
Switch OFF 12V_9,,,,,Passed,0.191
Wait,,,,,Passed,30.024
Sleep Power Current Measure,70.0426,uA,0,100,Passed,0.661
Switch On 12V_9,,,,,Passed,0.190
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.190
Wait,,,,,Passed,0.224
Wake up,,,,,Passed,1.068
Wait,,,,,Passed,0.224
Switch ON Current measure,,,,,Passed,0.188
Wait,,,,,Passed,5.024
Standby Power Current Measure,0.694,A,0.5,0.9,Passed,0.582
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.190
Connect DUT,,,,,Passed,6.596
Wait,,,,,Passed,0.225
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.042
Switch On 12V_10,,,,,Passed,0.226
Switch On 12V_20,,,,,Passed,0.206
EnvironmentPath,,,,,Passed,1.340
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.231
FPGA version,0d180a03,,0d180a03,,Passed,0.041
MCU version,045,,045,,Passed,0.037
Read FSSMACS_AclState,50,,30,50,Passed,0.038
Read FTSMACS_AclState,3,,3,3,Passed,0.039
Read SASMACS_AclState,2,,2,2,Passed,0.043
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.038
Read FTEAEXC_UResExcAvg,0.987,,0.95,1.2,Passed,0.043
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.039
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.037
Wait,,,,,Passed,0.223
Set LV Voltage=10V,,,,,Passed,0.251
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1164,,900,1300,Passed,0.083
Set_LV_Voltage=12V,,,,,Passed,0.255
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1403,,1200,1600,Passed,0.085
Set_LV_Voltage=14V,,,,,Passed,0.230
Wait,,,,,Passed,0.229
Read_FS_UbatLV_U16,1646,,1400,1800,Passed,0.079
Read Correction,0.00830,,0,1,Passed,0.079
LV_Caculation ,,,,,Passed,0.051
NumericTest,0.00830,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.252
HV_Channel ON,,,,,Passed,0.657
Apply HV Battery = 0V,,,,,Passed,0.072
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.240
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.218
HV_Source ON,,,,,Passed,0.080
Switch On HV_21,,,,,Passed,0.231
Switch On HV_22,,,,,Passed,0.234
Switch On 12V_8,,,,,Passed,0.229
Switch On 12V_9,,,,,Passed,0.216
Read T_Iuvw3_U16[0],2044,,2024,2080,Passed,0.040
Read T_Iuvw3_U16[1],2056,,2024,2080,Passed,0.048
Read T_Iuvw3_U16[2],2058,,2024,2080,Passed,0.041
Read FS_IbatHV_U16,2041,,2024,2080,Passed,0.042
HV_Channel ON,,,,,Passed,0.646
HV_Source ON,,,,,Passed,0.078
Apply HV Battery = 270V,,,,,Passed,0.086
Apply HV Battery =2A,,,,,Passed,0.084
Wait,,,,,Passed,0.525
Read FSEABHV_UbatHV,270.00958,,265,273,Passed,0.042
HV_Source OFF,,,,,Passed,0.077
HV_Channel OFF,,,,,Passed,0.654
Wait,,,,,Passed,0.529
Read FSMAPMT_PmTemp,24.864,,18,26,Passed,0.038
Read FSMADBT_DboardTemp,24.0426,,20,40,Passed,0.037
Read FSMACBT_CboardTempHV,24.383,,20,40,Passed,0.046
Read FSMACBT_CboardTempLV,24.426,,20,40,Passed,0.043
Read FSMAICT_CoolingTemp,23.191,,18,30,Passed,0.045
Read FSMAMST_StatorTemp1,83.179,,78,88,Passed,0.040
Read FSMAMST_StatorTemp2,86.994,,78,88,Passed,0.040
Wait,,,,,Passed,0.528
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.240
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.221
Wait,,,,,Passed,0.525
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.300
Set MAIN_u16ModeReq=1,,,,,Passed,0.292
Set MAIN_u16ModeReq=1,,,,,Passed,0.297
Wait,,,,,Passed,0.528
Set UDS_bRoutineActive=1,,,,,Passed,0.309
MAIN_MSGu8PowerMode=7,,,,,Passed,0.311
Wait,,,,,Passed,0.525
ENS testing ENS_u32Dty,10220,,5000,15000,Passed,1.217
ENS testing ENS_u32Prd,19990,,10000,30000,Passed,1.146
HV_Channel ON,,,,,Passed,0.640
HV_Source ON,,,,,Passed,0.081
Apply HV Battery = 220V,,,,,Passed,0.080
Wait,,,,,Passed,1.029
Read FS_UbatHV_U16,960,,900,1000,Passed,0.076
Apply HV Battery = 280V,,,,,Passed,0.071
Wait,,,,,Passed,1.028
Read FS_UbatHV_U16,1219,,1000,1300,Passed,0.077
Apply HV Battery = 350V,,,,,Passed,0.067
Wait,,,,,Passed,1.031
Read FS_UbatHV_U16,1522,,1400,1600,Passed,0.074
Read Correction,0.231,,0,1,Passed,0.083
HV_Caculation ,,,,,Passed,0.099
Check_the_water,1,,1,1,Passed,1.169
U_LOAD,,,,,Passed,0.070
V_LOAD,,,,,Passed,0.070
W_LOAD,,,,,Passed,0.072
Apply HV Battery =270V,,,,,Passed,0.082
Apply HV Battery =25A,,,,,Passed,0.075
Read FSSMACS_AclState,50,,30,50,Passed,0.040
Read FTSMACS_AclState,3,,3,3,Passed,0.038
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.236
Wait,,,,,Passed,0.125
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.224
Wait,,,,,Passed,0.125
