Product Name,JLR
Station Name,EOL
Serial Number,!193530055!_V29113441
DateTime,20191227_000136
Total Test Time,295.731000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.532
Switch On CAN_12,,,,,Passed,0.194
Switch On CAN_34,,,,,Passed,0.193
Voltage=12.5V,,,,,Passed,0.227
Voltage=12.5V,,,,,Passed,0.230
Current=5A,,,,,Passed,0.226
12V_DC_Source,,,,,Passed,0.243
Wait,,,,,Passed,0.525
Switch ON Current measure,,,,,Passed,0.192
Switch OFF 12V_9,,,,,Passed,0.194
Wait,,,,,Passed,30.026
Sleep Power Current Measure,75.307,uA,0,100,Passed,0.710
Switch On 12V_9,,,,,Passed,0.194
Wait,,,,,Passed,0.226
Switch OFF Current measure,,,,,Passed,0.194
Wait,,,,,Passed,0.225
Wake up,,,,,Passed,1.067
Wait,,,,,Passed,0.225
Switch ON Current measure,,,,,Passed,0.192
Wait,,,,,Passed,5.026
Standby Power Current Measure,0.716,A,0.5,0.9,Passed,0.538
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.193
Connect DUT,,,,,Passed,5.045
Wait,,,,,Passed,0.227
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.040
Switch On 12V_10,,,,,Passed,0.229
Switch On 12V_20,,,,,Passed,0.212
EnvironmentPath,,,,,Passed,1.058
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.217
FPGA version,0d180a03,,0d180a03,,Passed,0.040
MCU version,045,,045,,Passed,0.039
Read FSSMACS_AclState,50,,30,50,Passed,0.044
Read FTSMACS_AclState,3,,3,3,Passed,0.045
Read SASMACS_AclState,2,,2,2,Passed,0.041
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.041
Read FTEAEXC_UResExcAvg,0.990,,0.95,1.2,Passed,0.041
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.038
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.045
Wait,,,,,Passed,0.226
Set LV Voltage=10V,,,,,Passed,0.259
Wait,,,,,Passed,0.226
Read_FS_UbatLV_U16,1163,,900,1300,Passed,0.074
Set_LV_Voltage=12V,,,,,Passed,0.249
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1404,,1200,1600,Passed,0.080
Set_LV_Voltage=14V,,,,,Passed,0.238
Wait,,,,,Passed,0.226
Read_FS_UbatLV_U16,1646,,1400,1800,Passed,0.072
Read Correction,0.00828,,0,1,Passed,0.073
LV_Caculation ,,,,,Passed,0.051
NumericTest,0.00828,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.254
HV_Channel ON,,,,,Passed,0.596
Apply HV Battery = 0V,,,,,Passed,0.082
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.226
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.217
HV_Source ON,,,,,Passed,0.089
Switch On HV_21,,,,,Passed,0.221
Switch On HV_22,,,,,Passed,0.209
Switch On 12V_8,,,,,Passed,0.207
Switch On 12V_9,,,,,Passed,0.209
Read T_Iuvw3_U16[0],2044,,2024,2080,Passed,0.042
Read T_Iuvw3_U16[1],2066,,2024,2080,Passed,0.047
Read T_Iuvw3_U16[2],2053,,2024,2080,Passed,0.040
Read FS_IbatHV_U16,2040,,2024,2080,Passed,0.039
HV_Channel ON,,,,,Passed,0.599
HV_Source ON,,,,,Passed,0.075
Apply HV Battery = 270V,,,,,Passed,0.073
Apply HV Battery =2A,,,,,Passed,0.068
Wait,,,,,Passed,0.527
Read FSEABHV_UbatHV,268.173,,265,273,Passed,0.040
HV_Source OFF,,,,,Passed,0.079
HV_Channel OFF,,,,,Passed,0.632
Wait,,,,,Passed,0.530
Read FSMAPMT_PmTemp,24.235,,18,26,Passed,0.043
Read FSMADBT_DboardTemp,22.553,,20,40,Passed,0.041
Read FSMACBT_CboardTempHV,23.0213,,20,40,Passed,0.039
Read FSMACBT_CboardTempLV,23.0213,,20,40,Passed,0.039
Read FSMAICT_CoolingTemp,22.340,,18,30,Passed,0.039
Read FSMAMST_StatorTemp1,83.121,,78,88,Passed,0.049
Read FSMAMST_StatorTemp2,86.763,,78,88,Passed,0.044
Wait,,,,,Passed,0.530
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.221
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.219
Wait,,,,,Passed,0.530
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.283
Set MAIN_u16ModeReq=1,,,,,Passed,0.289
Set MAIN_u16ModeReq=1,,,,,Passed,0.294
Wait,,,,,Passed,0.528
Set UDS_bRoutineActive=1,,,,,Passed,0.286
MAIN_MSGu8PowerMode=7,,,,,Passed,0.276
Wait,,,,,Passed,0.526
ENS testing ENS_u32Dty,10190,,5000,15000,Passed,1.151
ENS testing ENS_u32Prd,19999,,10000,30000,Passed,1.148
HV_Channel ON,,,,,Passed,0.634
HV_Source ON,,,,,Passed,0.070
Apply HV Battery = 220V,,,,,Passed,0.071
Wait,,,,,Passed,1.027
Read FS_UbatHV_U16,954,,900,1000,Passed,0.078
Apply HV Battery = 280V,,,,,Passed,0.088
Wait,,,,,Passed,1.026
Read FS_UbatHV_U16,1210,,1000,1300,Passed,0.073
Apply HV Battery = 350V,,,,,Passed,0.079
Wait,,,,,Passed,1.026
Read FS_UbatHV_U16,1510,,1400,1600,Passed,0.072
Read Correction,0.234,,0,1,Passed,0.073
HV_Caculation ,,,,,Passed,0.044
Check_the_water,1,,1,1,Passed,2.166
U_LOAD,,,,,Passed,0.079
V_LOAD,,,,,Passed,0.066
W_LOAD,,,,,Passed,0.071
Apply HV Battery =270V,,,,,Passed,0.079
Apply HV Battery =25A,,,,,Passed,0.069
Read FSSMACS_AclState,50,,30,50,Passed,0.044
Read FTSMACS_AclState,3,,3,3,Passed,0.039
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.220
Wait,,,,,Passed,0.126
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.224
Wait,,,,,Passed,0.128
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.282
Wait,,,,,Passed,1.027
Set UDS_bRoutineActive=1,,,,,Passed,0.287
Wait,,,,,Passed,1.025
Read FSSMACS_Aclstate,50,,30,50,Passed,0.041
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.217
Wait,,,,,Passed,0.525
Set MAIN_u16ModeReq=0,,,,,Passed,0.042
Read FSSMACS_Aclstate,31,,30,31,Passed,0.046
Wait,,,,,Passed,0.532
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.222
Wait,,,,,Passed,0.532
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.220
Wait,,,,,Passed,0.535
Read FTSMACS_AclState,8,,8,8,Passed,0.040
Wait,,,,,Passed,0.525
Read FSSMACS_Aclstate,31,,30,31,Passed,0.040
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.228
Wait,,,,,Passed,0.535
Set_U_DutyCycle= 0.548,,,,,Passed,0.232
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[0],1577,,1000,3000,Passed,0.072
Read U Current,-333.224,,-500,500,Passed,0.179
Set_U_DutyCycle= 0.545,,,,,Passed,0.230
Wait,,,,,Passed,0.525
Read FT_Iuvw3_U16[0],1698,,1000,3000,Passed,0.072
Read U Current,-246.9006,,-500,500,Passed,0.179
Set_U_DutyCycle= 0.54,,,,,Passed,0.220
Wait,,,,,Passed,0.525
Read FT_Iuvw3_U16[0],1883,,1000,3000,Passed,0.075
Read U Current,-114.500,,-500,500,Passed,0.190
Set_U_DutyCycle= 0.5,,,,,Passed,0.229
Wait,,,,,Passed,0.526
Set FSTCGTC_BenchPhaCurTgtC=0,2049,,1000,3000,Passed,0.080
Read U Current,1.921,,-500,500,Passed,0.195
Set_U_DutyCycle= 0.46,,,,,Passed,0.224
Wait,,,,,Passed,0.525
Read FT_Iuvw3_U16[0],2258,,1000,3000,Passed,0.081
Read U Current,148.650,,-500,500,Passed,0.200
Set_U_DutyCycle= 0.455,,,,,Passed,0.219
Wait,,,,,Passed,0.536
Read FT_Iuvw3_U16[0],2458,,1000,3000,Passed,0.095
Read U Current,290.147,,-500,500,Passed,0.195
Set_U_DutyCycle= 0.452,,,,,Passed,0.217
Wait,,,,,Passed,0.534
Read FT_Iuvw3_U16[0],2603,,1000,3000,Passed,0.095
Read U Current,389.945,,-500,500,Passed,0.214
Set_V_DutyCycle= 0.548,,,,,Passed,0.223
Wait,,,,,Passed,0.535
Read FT_Iuvw3_U16[1],1565,,1000,3000,Passed,0.096
Read V Current,-356.404,,-500,500,Passed,0.184
Set_V_DutyCycle= 0.545,,,,,Passed,0.233
Wait,,,,,Passed,0.525
Read FT_Iuvw3_U16[1],1692,,1000,3000,Passed,0.083
Read V Current,-263.800,,-500,500,Passed,0.185
Set_V_DutyCycle= 0.54,,,,,Passed,0.232
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[1],1883,,1000,3000,Passed,0.078
Read V Current,-125.483,,-500,500,Passed,0.185
Set_V_DutyCycle= 0.5,,,,,Passed,0.221
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[1],2064,,1000,3000,Passed,0.078
Read V Current,1.610,,-500,500,Passed,0.205
Set_V_DutyCycle= 0.46,,,,,Passed,0.224
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[1],2256,,1000,3000,Passed,0.073
Read V Current,141.159,,-500,500,Passed,0.196
Set_V_DutyCycle= 0.455,,,,,Passed,0.217
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[1],2460,,1000,3000,Passed,0.098
Read V Current,283.665,,-500,500,Passed,0.192
Set_V_DutyCycle= 0.452,,,,,Passed,0.229
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[1],2598,,1000,3000,Passed,0.098
Read V Current,380.629,,-500,500,Passed,0.212
