Product Name,JLR
Station Name,EOL
Serial Number,!193530060!_V29113441
DateTime,20191227_151323
Total Test Time,308.956000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.584
Switch On CAN_12,,,,,Passed,0.187
Switch On CAN_34,,,,,Passed,0.188
Voltage=12.5V,,,,,Passed,0.222
Voltage=12.5V,,,,,Passed,0.246
Current=5A,,,,,Passed,0.228
12V_DC_Source,,,,,Passed,0.227
Wait,,,,,Passed,0.523
Switch ON Current measure,,,,,Passed,0.189
Switch OFF 12V_9,,,,,Passed,0.188
Wait,,,,,Passed,30.024
Sleep Power Current Measure,94.442,uA,0,100,Passed,0.945
Switch On 12V_9,,,,,Passed,0.189
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.198
Wait,,,,,Passed,0.225
Wake up,,,,,Passed,1.181
Wait,,,,,Passed,0.224
Switch ON Current measure,,,,,Passed,0.196
Wait,,,,,Passed,5.025
Standby Power Current Measure,0.704,A,0.5,0.9,Passed,0.635
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.187
Connect DUT,,,,,Passed,6.839
Wait,,,,,Passed,0.224
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.114
Switch On 12V_10,,,,,Passed,0.214
Switch On 12V_20,,,,,Passed,0.215
EnvironmentPath,,,,,Passed,1.313
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.305
FPGA version,0d180a03,,0d180a03,,Passed,0.045
MCU version,045,,045,,Passed,0.045
Read FSSMACS_AclState,50,,30,50,Passed,0.042
Read FTSMACS_AclState,3,,3,3,Passed,0.039
Read SASMACS_AclState,2,,2,2,Passed,0.042
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.036
Read FTEAEXC_UResExcAvg,0.998,,0.95,1.2,Passed,0.041
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.111
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.049
Wait,,,,,Passed,0.228
Set LV Voltage=10V,,,,,Passed,0.243
Wait,,,,,Passed,0.227
Read_FS_UbatLV_U16,1170,,900,1300,Passed,0.096
Set_LV_Voltage=12V,,,,,Passed,0.233
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1412,,1200,1600,Passed,0.082
Set_LV_Voltage=14V,,,,,Passed,0.245
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1651,,1400,1800,Passed,0.082
Read Correction,0.00832,,0,1,Passed,0.265
LV_Caculation ,,,,,Passed,0.093
NumericTest,0.00832,,0,1,Passed,0.003
Set_LV_Voltage=12.5V,,,,,Passed,0.245
HV_Channel ON,,,,,Passed,0.638
Apply HV Battery = 0V,,,,,Passed,0.076
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.217
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.225
HV_Source ON,,,,,Passed,0.067
Switch On HV_21,,,,,Passed,0.231
Switch On HV_22,,,,,Passed,0.222
Switch On 12V_8,,,,,Passed,0.220
Switch On 12V_9,,,,,Passed,0.222
Read T_Iuvw3_U16[0],2047,,2024,2080,Passed,0.042
Read T_Iuvw3_U16[1],2056,,2024,2080,Passed,0.043
Read T_Iuvw3_U16[2],2051,,2024,2080,Passed,0.037
Read FS_IbatHV_U16,2047,,2024,2080,Passed,0.048
HV_Channel ON,,,,,Passed,0.627
HV_Source ON,,,,,Passed,0.084
Apply HV Battery = 270V,,,,,Passed,0.071
Apply HV Battery =2A,,,,,Passed,0.067
Wait,,,,,Passed,0.525
Read FSEABHV_UbatHV,268.402,,265,273,Passed,0.037
HV_Source OFF,,,,,Passed,0.073
HV_Channel OFF,,,,,Passed,0.641
Wait,,,,,Passed,0.530
Read FSMAPMT_PmTemp,24.738,,18,26,Passed,0.039
Read FSMADBT_DboardTemp,22.766,,20,40,Passed,0.042
Read FSMACBT_CboardTempHV,23.362,,20,40,Passed,0.041
Read FSMACBT_CboardTempLV,23.106,,20,40,Passed,0.039
Read FSMAICT_CoolingTemp,22.128,,18,30,Passed,0.040
Read FSMAMST_StatorTemp1,83.179,,78,88,Passed,0.036
Read FSMAMST_StatorTemp2,86.936,,78,88,Passed,0.042
Wait,,,,,Passed,0.527
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.226
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.220
Wait,,,,,Passed,0.524
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.302
Set MAIN_u16ModeReq=1,,,,,Passed,0.293
Set MAIN_u16ModeReq=1,,,,,Passed,0.295
Wait,,,,,Passed,0.527
Set UDS_bRoutineActive=1,,,,,Passed,0.304
MAIN_MSGu8PowerMode=7,,,,,Passed,0.313
Wait,,,,,Passed,0.524
ENS testing ENS_u32Dty,10203,,5000,15000,Passed,1.250
ENS testing ENS_u32Prd,19998,,10000,30000,Passed,1.144
HV_Channel ON,,,,,Passed,0.635
HV_Source ON,,,,,Passed,0.076
Apply HV Battery = 220V,,,,,Passed,0.071
Wait,,,,,Passed,1.024
Read FS_UbatHV_U16,955,,900,1000,Passed,0.077
Apply HV Battery = 280V,,,,,Passed,0.076
Wait,,,,,Passed,1.029
Read FS_UbatHV_U16,1212,,1000,1300,Passed,0.086
Apply HV Battery = 350V,,,,,Passed,0.076
Wait,,,,,Passed,1.025
Read FS_UbatHV_U16,1513,,1400,1600,Passed,0.085
Read Correction,0.233,,0,1,Passed,0.079
HV_Caculation ,,,,,Passed,0.097
Check_the_water,1,,1,1,Passed,1.175
U_LOAD,,,,,Passed,0.083
V_LOAD,,,,,Passed,0.066
W_LOAD,,,,,Passed,0.065
Apply HV Battery =270V,,,,,Passed,0.072
Apply HV Battery =25A,,,,,Passed,0.073
Read FSSMACS_AclState,50,,30,50,Passed,0.042
Read FTSMACS_AclState,3,,3,3,Passed,0.037
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.237
Wait,,,,,Passed,0.128
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.221
Wait,,,,,Passed,0.129
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.289
Wait,,,,,Passed,1.027
Set UDS_bRoutineActive=1,,,,,Passed,0.774
Wait,,,,,Passed,1.023
Read FSSMACS_Aclstate,50,,30,50,Passed,0.041
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.237
Wait,,,,,Passed,0.529
Set MAIN_u16ModeReq=0,,,,,Passed,0.037
Read FSSMACS_Aclstate,31,,30,31,Passed,0.044
Wait,,,,,Passed,0.528
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.233
