Product Name,JLR
Station Name,EOL
Serial Number,!193530021!_V29113441
DateTime,20191226_223942
Total Test Time,308.663000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.584
Switch On CAN_12,,,,,Passed,0.189
Switch On CAN_34,,,,,Passed,0.189
Voltage=12.5V,,,,,Passed,0.224
Voltage=12.5V,,,,,Passed,0.246
Current=5A,,,,,Passed,0.228
12V_DC_Source,,,,,Passed,0.240
Wait,,,,,Passed,0.523
Switch ON Current measure,,,,,Passed,0.191
Switch OFF 12V_9,,,,,Passed,0.202
Wait,,,,,Passed,30.024
Sleep Power Current Measure,96.416,uA,0,100,Passed,0.906
Switch On 12V_9,,,,,Passed,0.195
Wait,,,,,Passed,0.224
Switch OFF Current measure,,,,,Passed,0.187
Wait,,,,,Passed,0.224
Wake up,,,,,Passed,1.187
Wait,,,,,Passed,0.224
Switch ON Current measure,,,,,Passed,0.187
Wait,,,,,Passed,5.024
Standby Power Current Measure,0.737,A,0.5,0.9,Passed,0.541
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.188
Connect DUT,,,,,Passed,6.880
Wait,,,,,Passed,0.231
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.117
Switch On 12V_10,,,,,Passed,0.228
Switch On 12V_20,,,,,Passed,0.220
EnvironmentPath,,,,,Passed,1.384
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.310
FPGA version,0d180a03,,0d180a03,,Passed,0.047
MCU version,045,,045,,Passed,0.044
Read FSSMACS_AclState,50,,30,50,Passed,0.042
Read FTSMACS_AclState,3,,3,3,Passed,0.043
Read SASMACS_AclState,2,,2,2,Passed,0.039
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.037
Read FTEAEXC_UResExcAvg,0.987,,0.95,1.2,Passed,0.039
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.105
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.037
Wait,,,,,Passed,0.223
Set LV Voltage=10V,,,,,Passed,0.250
Wait,,,,,Passed,0.224
Read_FS_UbatLV_U16,1168,,900,1300,Passed,0.079
Set_LV_Voltage=12V,,,,,Passed,0.250
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1409,,1200,1600,Passed,0.070
Set_LV_Voltage=14V,,,,,Passed,0.240
Wait,,,,,Passed,0.229
Read_FS_UbatLV_U16,1650,,1400,1800,Passed,0.079
Read Correction,0.00830,,0,1,Passed,0.255
LV_Caculation ,,,,,Passed,0.094
NumericTest,0.00830,,0,1,Passed,0.004
Set_LV_Voltage=12.5V,,,,,Passed,0.261
HV_Channel ON,,,,,Passed,0.641
Apply HV Battery = 0V,,,,,Passed,0.071
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.226
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.221
HV_Source ON,,,,,Passed,0.067
Switch On HV_21,,,,,Passed,0.226
Switch On HV_22,,,,,Passed,0.211
Switch On 12V_8,,,,,Passed,0.215
Switch On 12V_9,,,,,Passed,0.201
Read T_Iuvw3_U16[0],2046,,2024,2080,Passed,0.039
Read T_Iuvw3_U16[1],2048,,2024,2080,Passed,0.042
Read T_Iuvw3_U16[2],2053,,2024,2080,Passed,0.040
Read FS_IbatHV_U16,2052,,2024,2080,Passed,0.039
HV_Channel ON,,,,,Passed,0.635
HV_Source ON,,,,,Passed,0.080
Apply HV Battery = 270V,,,,,Passed,0.067
Apply HV Battery =2A,,,,,Passed,0.066
Wait,,,,,Passed,0.526
Read FSEABHV_UbatHV,269.780,,265,273,Passed,0.038
HV_Source OFF,,,,,Passed,0.068
HV_Channel OFF,,,,,Passed,0.650
Wait,,,,,Passed,0.525
Read FSMAPMT_PmTemp,24.0252,,18,26,Passed,0.043
Read FSMADBT_DboardTemp,22.894,,20,40,Passed,0.040
Read FSMACBT_CboardTempHV,23.532,,20,40,Passed,0.039
Read FSMACBT_CboardTempLV,23.404,,20,40,Passed,0.037
Read FSMAICT_CoolingTemp,22.298,,18,30,Passed,0.045
Read FSMAMST_StatorTemp1,83.237,,78,88,Passed,0.038
Read FSMAMST_StatorTemp2,87.0520,,78,88,Passed,0.036
Wait,,,,,Passed,0.524
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.234
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.236
Wait,,,,,Passed,0.525
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.300
Set MAIN_u16ModeReq=1,,,,,Passed,0.301
Set MAIN_u16ModeReq=1,,,,,Passed,0.303
Wait,,,,,Passed,0.525
Set UDS_bRoutineActive=1,,,,,Passed,0.289
MAIN_MSGu8PowerMode=7,,,,,Passed,0.320
Wait,,,,,Passed,0.524
ENS testing ENS_u32Dty,10207,,5000,15000,Passed,1.218
ENS testing ENS_u32Prd,20007,,10000,30000,Passed,1.145
HV_Channel ON,,,,,Passed,0.643
HV_Source ON,,,,,Passed,0.082
Apply HV Battery = 220V,,,,,Passed,0.069
Wait,,,,,Passed,1.025
Read FS_UbatHV_U16,958,,900,1000,Passed,0.077
Apply HV Battery = 280V,,,,,Passed,0.076
Wait,,,,,Passed,1.025
Read FS_UbatHV_U16,1217,,1000,1300,Passed,0.082
Apply HV Battery = 350V,,,,,Passed,0.075
Wait,,,,,Passed,1.025
Read FS_UbatHV_U16,1520,,1400,1600,Passed,0.083
Read Correction,0.231,,0,1,Passed,0.081
HV_Caculation ,,,,,Passed,0.100
Check_the_water,1,,1,1,Passed,1.178
U_LOAD,,,,,Passed,0.075
V_LOAD,,,,,Passed,0.066
W_LOAD,,,,,Passed,0.065
Apply HV Battery =270V,,,,,Passed,0.080
Apply HV Battery =25A,,,,,Passed,0.068
Read FSSMACS_AclState,50,,30,50,Passed,0.036
Read FTSMACS_AclState,3,,3,3,Passed,0.039
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.228
Wait,,,,,Passed,0.125
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.228
Wait,,,,,Passed,0.125
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.279
Wait,,,,,Passed,1.024
Set UDS_bRoutineActive=1,,,,,Passed,0.285
Wait,,,,,Passed,1.028
Read FSSMACS_Aclstate,50,,30,50,Passed,0.039
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.223
Wait,,,,,Passed,0.526
Set MAIN_u16ModeReq=0,,,,,Passed,0.045
Read FSSMACS_Aclstate,31,,30,31,Passed,0.038
Wait,,,,,Passed,0.525
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.237
