Product Name,JLR
Station Name,EOL
Serial Number,!193520015!_V29113441
DateTime,20191227_191926
Total Test Time,302.528000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.531
Switch On CAN_12,,,,,Passed,0.190
Switch On CAN_34,,,,,Passed,0.192
Voltage=12.5V,,,,,Passed,0.231
Voltage=12.5V,,,,,Passed,0.230
Current=5A,,,,,Passed,0.222
12V_DC_Source,,,,,Passed,0.232
Wait,,,,,Passed,0.525
Switch ON Current measure,,,,,Passed,0.192
Switch OFF 12V_9,,,,,Passed,0.197
Wait,,,,,Passed,30.025
Sleep Power Current Measure,71.00871,uA,0,100,Passed,0.710
Switch On 12V_9,,,,,Passed,0.193
Wait,,,,,Passed,0.226
Switch OFF Current measure,,,,,Passed,0.191
Wait,,,,,Passed,0.225
Wake up,,,,,Passed,1.068
Wait,,,,,Passed,0.226
Switch ON Current measure,,,,,Passed,0.202
Wait,,,,,Passed,5.026
Standby Power Current Measure,0.699,A,0.5,0.9,Passed,0.586
Wait,,,,,Passed,0.226
Switch OFF Current measure,,,,,Passed,0.190
Connect DUT,,,,,Passed,6.716
Wait,,,,,Passed,0.228
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.042
Switch On 12V_10,,,,,Passed,0.208
Switch On 12V_20,,,,,Passed,0.207
EnvironmentPath,,,,,Passed,1.375
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.235
FPGA version,0d180a03,,0d180a03,,Passed,0.040
MCU version,045,,045,,Passed,0.039
Read FSSMACS_AclState,50,,30,50,Passed,0.042
Read FTSMACS_AclState,3,,3,3,Passed,0.042
Read SASMACS_AclState,2,,2,2,Passed,0.040
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.041
Read FTEAEXC_UResExcAvg,0.990,,0.95,1.2,Passed,0.039
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.038
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.039
Wait,,,,,Passed,0.224
Set LV Voltage=10V,,,,,Passed,0.243
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1169,,900,1300,Passed,0.077
Set_LV_Voltage=12V,,,,,Passed,0.254
Wait,,,,,Passed,0.230
Read_FS_UbatLV_U16,1410,,1200,1600,Passed,0.088
Set_LV_Voltage=14V,,,,,Passed,0.257
Wait,,,,,Passed,0.230
Read_FS_UbatLV_U16,1651,,1400,1800,Passed,0.074
