Product Name,JLR
Station Name,EOL
Serial Number,!193530073!_V29113441
DateTime,20191226_235437
Total Test Time,293.350000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.532
Switch On CAN_12,,,,,Passed,0.190
Switch On CAN_34,,,,,Passed,0.190
Voltage=12.5V,,,,,Passed,0.226
Voltage=12.5V,,,,,Passed,0.227
Current=5A,,,,,Passed,0.223
12V_DC_Source,,,,,Passed,0.229
Wait,,,,,Passed,0.524
Switch ON Current measure,,,,,Passed,0.188
Switch OFF 12V_9,,,,,Passed,0.189
Wait,,,,,Passed,30.025
Sleep Power Current Measure,69.752,uA,0,100,Passed,0.662
Switch On 12V_9,,,,,Passed,0.189
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.190
Wait,,,,,Passed,0.225
Wake up,,,,,Passed,1.069
Wait,,,,,Passed,0.224
Switch ON Current measure,,,,,Passed,0.189
Wait,,,,,Passed,5.027
Standby Power Current Measure,0.657,A,0.5,0.9,Passed,0.538
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.191
Connect DUT,,,,,Passed,5.000
Wait,,,,,Passed,0.225
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.043
Switch On 12V_10,,,,,Passed,0.214
Switch On 12V_20,,,,,Passed,0.211
EnvironmentPath,,,,,Passed,1.032
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.207
FPGA version,0d180a03,,0d180a03,,Passed,0.040
MCU version,045,,045,,Passed,0.038
Read FSSMACS_AclState,50,,30,50,Passed,0.038
Read FTSMACS_AclState,3,,3,3,Passed,0.042
Read SASMACS_AclState,2,,2,2,Passed,0.039
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.043
Read FTEAEXC_UResExcAvg,0.996,,0.95,1.2,Passed,0.038
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.037
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.046
Wait,,,,,Passed,0.225
Set LV Voltage=10V,,,,,Passed,0.236
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1177,,900,1300,Passed,0.080
Set_LV_Voltage=12V,,,,,Passed,0.247
Wait,,,,,Passed,0.229
Read_FS_UbatLV_U16,1417,,1200,1600,Passed,0.069
Set_LV_Voltage=14V,,,,,Passed,0.248
Wait,,,,,Passed,0.226
Read_FS_UbatLV_U16,1655,,1400,1800,Passed,0.068
Read Correction,0.00837,,0,1,Passed,0.082
LV_Caculation ,,,,,Passed,0.045
NumericTest,0.00837,,0,1,Passed,0.000
Set_LV_Voltage=12.5V,,,,,Passed,0.257
HV_Channel ON,,,,,Passed,0.594
Apply HV Battery = 0V,,,,,Passed,0.075
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.220
