Product Name,JLR
Station Name,EOL
Serial Number,!193530009!_V29113441
DateTime,20191227_003530
Total Test Time,293.956000
Result,Pass
TestItem,MeasureValue,Unit,LowLimit,HiLimit,Result,CycleTime
Sheung_shui,,,,,Passed,2.531
Switch On CAN_12,,,,,Passed,0.192
Switch On CAN_34,,,,,Passed,0.192
Voltage=12.5V,,,,,Passed,0.223
Voltage=12.5V,,,,,Passed,0.252
Current=5A,,,,,Passed,0.221
12V_DC_Source,,,,,Passed,0.241
Wait,,,,,Passed,0.524
Switch ON Current measure,,,,,Passed,0.192
Switch OFF 12V_9,,,,,Passed,0.190
Wait,,,,,Passed,30.025
Sleep Power Current Measure,73.943,uA,0,100,Passed,0.713
Switch On 12V_9,,,,,Passed,0.193
Wait,,,,,Passed,0.226
Switch OFF Current measure,,,,,Passed,0.194
Wait,,,,,Passed,0.226
Wake up,,,,,Passed,1.066
Wait,,,,,Passed,0.226
Switch ON Current measure,,,,,Passed,0.193
Wait,,,,,Passed,5.025
Standby Power Current Measure,0.745,A,0.5,0.9,Passed,0.586
Wait,,,,,Passed,0.225
Switch OFF Current measure,,,,,Passed,0.191
Connect DUT,,,,,Passed,4.992
Wait,,,,,Passed,0.228
Read MAIN_MSGu8InverterHVILStatus,0,,0,0,Passed,0.039
Switch On 12V_10,,,,,Passed,0.230
Switch On 12V_20,,,,,Passed,0.212
EnvironmentPath,,,,,Passed,1.100
Write MAIN_VSIBenchOnDataTreatmentC=1 ,,,,,Passed,0.223
FPGA version,0d180a03,,0d180a03,,Passed,0.042
MCU version,045,,045,,Passed,0.042
Read FSSMACS_AclState,50,,30,50,Passed,0.046
Read FTSMACS_AclState,3,,3,3,Passed,0.041
Read SASMACS_AclState,2,,2,2,Passed,0.041
Read HV_FS_FaultLevel_U16,0,,0,2,Passed,0.046
Read FTEAEXC_UResExcAvg,0.982,,0.95,1.2,Passed,0.044
Set MAIN_VSIRxaFaultBOverVoltVBat=0,,,,,Passed,0.037
Read MAIN_VSIRxsGridVoltW,3.000,,2,4,Passed,0.041
Wait,,,,,Passed,0.225
Set LV Voltage=10V,,,,,Passed,0.246
Wait,,,,,Passed,0.225
Read_FS_UbatLV_U16,1163,,900,1300,Passed,0.075
Set_LV_Voltage=12V,,,,,Passed,0.240
Wait,,,,,Passed,0.227
Read_FS_UbatLV_U16,1407,,1200,1600,Passed,0.073
Set_LV_Voltage=14V,,,,,Passed,0.238
Wait,,,,,Passed,0.226
Read_FS_UbatLV_U16,1644,,1400,1800,Passed,0.080
Read Correction,0.00832,,0,1,Passed,0.076
LV_Caculation ,,,,,Passed,0.045
NumericTest,0.00832,,0,1,Passed,0.001
Set_LV_Voltage=12.5V,,,,,Passed,0.251
HV_Channel ON,,,,,Passed,0.619
Apply HV Battery = 0V,,,,,Passed,0.071
Set FSEABHV_HighUbatHVThdC=530,,,,,Passed,0.231
Set SAMTBHV_HighVoltageThrC=530,,,,,Passed,0.226
HV_Source ON,,,,,Passed,0.084
Switch On HV_21,,,,,Passed,0.228
Switch On HV_22,,,,,Passed,0.205
Switch On 12V_8,,,,,Passed,0.227
Switch On 12V_9,,,,,Passed,0.221
Read T_Iuvw3_U16[0],2049,,2024,2080,Passed,0.046
Read T_Iuvw3_U16[1],2053,,2024,2080,Passed,0.042
Read T_Iuvw3_U16[2],2053,,2024,2080,Passed,0.041
Read FS_IbatHV_U16,2053,,2024,2080,Passed,0.040
HV_Channel ON,,,,,Passed,0.626
HV_Source ON,,,,,Passed,0.075
Apply HV Battery = 270V,,,,,Passed,0.076
Apply HV Battery =2A,,,,,Passed,0.079
Wait,,,,,Passed,0.530
Read FSEABHV_UbatHV,268.402,,265,273,Passed,0.042
HV_Source OFF,,,,,Passed,0.067
HV_Channel OFF,,,,,Passed,0.629
Wait,,,,,Passed,0.529
Read FSMAPMT_PmTemp,24.0252,,18,26,Passed,0.045
Read FSMADBT_DboardTemp,22.723,,20,40,Passed,0.042
Read FSMACBT_CboardTempHV,23.106,,20,40,Passed,0.040
Read FSMACBT_CboardTempLV,23.191,,20,40,Passed,0.040
Read FSMAICT_CoolingTemp,22.383,,18,30,Passed,0.043
Read FSMAMST_StatorTemp1,83.0636,,78,88,Passed,0.043
Read FSMAMST_StatorTemp2,86.647,,78,88,Passed,0.044
Wait,,,,,Passed,0.525
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.227
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.231
Wait,,,,,Passed,0.526
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.295
Set MAIN_u16ModeReq=1,,,,,Passed,0.293
Set MAIN_u16ModeReq=1,,,,,Passed,0.296
Wait,,,,,Passed,0.526
Set UDS_bRoutineActive=1,,,,,Passed,0.297
MAIN_MSGu8PowerMode=7,,,,,Passed,0.288
Wait,,,,,Passed,0.526
ENS testing ENS_u32Dty,10157,,5000,15000,Passed,1.136
ENS testing ENS_u32Prd,20007,,10000,30000,Passed,1.138
HV_Channel ON,,,,,Passed,0.594
HV_Source ON,,,,,Passed,0.070
Apply HV Battery = 220V,,,,,Passed,0.070
Wait,,,,,Passed,1.029
Read FS_UbatHV_U16,955,,900,1000,Passed,0.072
Apply HV Battery = 280V,,,,,Passed,0.084
Wait,,,,,Passed,1.026
Read FS_UbatHV_U16,1213,,1000,1300,Passed,0.081
Apply HV Battery = 350V,,,,,Passed,0.070
Wait,,,,,Passed,1.026
Read FS_UbatHV_U16,1511,,1400,1600,Passed,0.072
Read Correction,0.234,,0,1,Passed,0.074
HV_Caculation ,,,,,Passed,0.046
Check_the_water,1,,1,1,Passed,1.102
U_LOAD,,,,,Passed,0.075
V_LOAD,,,,,Passed,0.072
W_LOAD,,,,,Passed,0.076
Apply HV Battery =270V,,,,,Passed,0.070
Apply HV Battery =25A,,,,,Passed,0.071
Read FSSMACS_AclState,50,,30,50,Passed,0.040
Read FTSMACS_AclState,3,,3,3,Passed,0.046
Set BSW_U32SystemShutDownDelay_MaxC=720000,,,,,Passed,0.224
Wait,,,,,Passed,0.125
Set MAIN_bMSGRxToutBenchOnC=1,,,,,Passed,0.224
Wait,,,,,Passed,0.125
Set MAIN_MSGu8PowerMode=7,,,,,Passed,0.289
Wait,,,,,Passed,1.029
Set UDS_bRoutineActive=1,,,,,Passed,0.298
Wait,,,,,Passed,1.026
Read FSSMACS_Aclstate,50,,30,50,Passed,0.041
Set MAIN_u8GKNAppliModeBYPC=1,,,,,Passed,0.228
Wait,,,,,Passed,0.525
Set MAIN_u16ModeReq=0,,,,,Passed,0.039
Read FSSMACS_Aclstate,31,,30,31,Passed,0.050
Wait,,,,,Passed,0.526
Set FTSMACS_FtModeReqBypassOnOffC=1,,,,,Passed,0.230
Wait,,,,,Passed,0.525
Set FTSMACS_FtModeReqBypassValueC=6,,,,,Passed,0.226
Wait,,,,,Passed,0.526
Read FTSMACS_AclState,8,,8,8,Passed,0.041
Wait,,,,,Passed,0.525
Read FSSMACS_Aclstate,31,,30,31,Passed,0.042
Set_FTCIVDC_ExtPwmOnOff3C=1,,,,,Passed,0.229
Wait,,,,,Passed,0.534
Set_U_DutyCycle= 0.548,,,,,Passed,0.234
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],1553,,1000,3000,Passed,0.074
Read U Current,-351.9685,,-500,500,Passed,0.200
Set_U_DutyCycle= 0.545,,,,,Passed,0.241
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],1679,,1000,3000,Passed,0.080
Read U Current,-261.790,,-500,500,Passed,0.201
Set_U_DutyCycle= 0.54,,,,,Passed,0.230
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],1871,,1000,3000,Passed,0.081
Read U Current,-125.105,,-500,500,Passed,0.179
Set_U_DutyCycle= 0.5,,,,,Passed,0.236
Wait,,,,,Passed,0.526
Set FSTCGTC_BenchPhaCurTgtC=0,2054,,1000,3000,Passed,0.086
Read U Current,1.111,,-500,500,Passed,0.181
Set_U_DutyCycle= 0.46,,,,,Passed,0.240
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],2276,,1000,3000,Passed,0.095
Read U Current,159.556,,-500,500,Passed,0.181
Set_U_DutyCycle= 0.455,,,,,Passed,0.232
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[0],2481,,1000,3000,Passed,0.085
Read U Current,306.716,,-500,500,Passed,0.188
Set_U_DutyCycle= 0.452,,,,,Passed,0.229
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[0],2631,,1000,3000,Passed,0.080
Read U Current,408.958,,-500,500,Passed,0.180
Set_V_DutyCycle= 0.548,,,,,Passed,0.232
Wait,,,,,Passed,0.532
Read FT_Iuvw3_U16[1],1535,,1000,3000,Passed,0.078
Read V Current,-369.098,,-500,500,Passed,0.194
Set_V_DutyCycle= 0.545,,,,,Passed,0.232
Wait,,,,,Passed,0.536
Read FT_Iuvw3_U16[1],1661,,1000,3000,Passed,0.075
Read V Current,-275.705,,-500,500,Passed,0.196
Set_V_DutyCycle= 0.54,,,,,Passed,0.225
Wait,,,,,Passed,0.529
Read FT_Iuvw3_U16[1],1857,,1000,3000,Passed,0.074
Read V Current,-135.571,,-500,500,Passed,0.202
Set_V_DutyCycle= 0.5,,,,,Passed,0.229
Wait,,,,,Passed,0.528
Read FT_Iuvw3_U16[1],2053,,1000,3000,Passed,0.074
Read V Current,2.534,,-500,500,Passed,0.204
Set_V_DutyCycle= 0.46,,,,,Passed,0.227
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[1],2261,,1000,3000,Passed,0.074
Read V Current,150.910,,-500,500,Passed,0.191
Set_V_DutyCycle= 0.455,,,,,Passed,0.237
Wait,,,,,Passed,0.535
Read FT_Iuvw3_U16[1],2463,,1000,3000,Passed,0.074
Read V Current,295.202,,-500,500,Passed,0.180
Set_V_DutyCycle= 0.452,,,,,Passed,0.244
Wait,,,,,Passed,0.527
Read FT_Iuvw3_U16[1],2604,,1000,3000,Passed,0.094
Read V Current,393.679,,-500,500,Passed,0.205
Set_W_DutyCycle= 0.548,,,,,Passed,0.242
Wait,,,,,Passed,0.535
Read FT_Iuvw3_U16[2],1545,,1000,3000,Passed,0.098
Read W Current,-360.9230,,-500,500,Passed,0.184
Set_W_DutyCycle= 0.545,,,,,Passed,0.243
Wait,,,,,Passed,0.535
Read FT_Iuvw3_U16[2],1686,,1000,3000,Passed,0.085
Read W Current,-263.306,,-500,500,Passed,0.212
Set_W_DutyCycle= 0.54,,,,,Passed,0.231
Wait,,,,,Passed,0.529
Read FT_Iuvw3_U16[2],1877,,1000,3000,Passed,0.081
Read W Current,-120.9775,,-500,500,Passed,0.182
Set_W_DutyCycle= 0.5,,,,,Passed,0.223
Wait,,,,,Passed,0.532
Read FT_Iuvw3_U16[2],2053,,1000,3000,Passed,0.093
Read W Current,1.763,,-500,500,Passed,0.185
Set_W_DutyCycle= 0.46,,,,,Passed,0.231
Wait,,,,,Passed,0.525
Read FT_Iuvw3_U16[2],2248,,1000,3000,Passed,0.083
Read W Current,141.574,,-500,500,Passed,0.203
Set_W_DutyCycle= 0.455,,,,,Passed,0.231
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[2],2454,,1000,3000,Passed,0.088
Read W Current,290.0453,,-500,500,Passed,0.193
Set_W_DutyCycle= 0.452,,,,,Passed,0.226
Wait,,,,,Passed,0.526
Read FT_Iuvw3_U16[2],2599,,1000,3000,Passed,0.076
Read W Current,389.629,,-500,500,Passed,0.180
DutyCycle OFF,,,,,Passed,0.234
FTCIVDC_ExtPwmOnOff3C,,,,,Passed,0.239
Set FTSMACS_FtModeReqBypassOnOffC=0,,,,,Passed,0.231
Set FTSMACS_FtModeReqBypassValueC=4,,,,,Passed,0.237
Wait,,,,,Passed,2.025
Read Correction U,0.707,,0.5,1,Passed,0.079
Current_Caculation,,,,,Passed,0.057
Read Correction V,0.713,,0.5,1,Passed,0.074
Current_Caculation,,,,,Passed,0.065
Read Correction W,0.714,,0.5,1,Passed,0.073
Current_Caculation,,,,,Passed,0.056
Wait,,,,,Passed,0.526
get_gain,,,,,Passed,0.030
Set FSMABLV_UbatLVCorGainC,,,,,Passed,0.230
Wait,,,,,Passed,0.526
get_gain,,,,,Passed,0.030
Set FSMABLV_UbatLVCorOffsetC,,,,,Passed,0.238
Wait,,,,,Passed,0.526
get_gain,,,,,Passed,0.031
Set FSEABHV_UbatHVCorGainC,,,,,Passed,0.227
Set FTEABHV_UbatHVCorGainC,,,,,Passed,0.231
Set SAMTBHV_GainCorrnC,,,,,Passed,0.234
get_gain,,,,,Passed,0.030
Set FSEABHV_UbatHVCorOffsetC,,,,,Passed,0.235
Set FTEABHV_UbatHVCorOffsetC,,,,,Passed,0.231
Set SAMTBHV_A2DOffsetVoltageC,,,,,Passed,0.240
get_gain,,,,,Passed,0.029
Set FTEAMPI_A2DGainIsuLC,,,,,Passed,0.231
Set SAMTLCS_A2DGainIsuLC,,,,,Passed,0.224
get_gain,,,,,Passed,0.030
Set FTEAMPI_A2DGainIsvLC,,,,,Passed,0.237
Set SAMTLCS_A2DGainIsvLC,,,,,Passed,0.231
get_gain,,,,,Passed,0.030
Set FTEAMPI_A2DGainIswLC,,,,,Passed,0.228
Set SAMTLCS_A2DGainIswLC,,,,,Passed,0.228
Wait,,,,,Passed,0.532
